strategy,seed,budget_target,budget_used,best_found,pred_top16,spearman_5k,violations,wall_s,history
v1,33,192,30,4.0192,1.8006,0.2384,0,240.5,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.54112870241}, {""round"": 2, ""budget"": 3, ""best_label"": 2.1638268982900004}, {""round"": 3, ""budget"": 4, ""best_label"": 3.42437310143}, {""round"": 4, ""budget"": 5, ""best_label"": 3.69390273611}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.49218309006}, {""round"": 7, ""budget"": 8, ""best_label"": 3.95462864826}, {""round"": 8, ""budget"": 9, ""best_label"": 3.62485171381}, {""round"": 9, ""budget"": 10, ""best_label"": 3.63318319672}, {""round"": 10, ""budget"": 11, ""best_label"": 3.69418676746}, {""round"": 11, ""budget"": 12, ""best_label"": 3.85358391604}, {""round"": 12, ""budget"": 13, ""best_label"": 3.83426512387}, {""round"": 13, ""budget"": 14, ""best_label"": 3.56330936636}, {""round"": 14, ""budget"": 15, ""best_label"": 4.01921979179}, {""round"": 15, ""budget"": 16, ""best_label"": 1.40879223401}, {""round"": 16, ""budget"": 17, ""best_label"": 3.63762290154}, {""round"": 17, ""budget"": 18, ""best_label"": 3.6341516808}, {""round"": 18, ""budget"": 19, ""best_label"": 3.4990486760300006}, {""round"": 19, ""budget"": 20, ""best_label"": 1.30102997143}, {""round"": 20, ""budget"": 21, ""best_label"": 3.40897894389}, {""round"": 21, ""budget"": 22, ""best_label"": 1.5122822007}, {""round"": 22, ""budget"": 23, ""best_label"": 1.30103169828}, {""round"": 23, ""budget"": 24, ""best_label"": 3.73135734639}, {""round"": 24, ""budget"": 25, ""best_label"": 3.64218740652}, {""round"": 25, ""budget"": 26, ""best_label"": 1.60475831556}, {""round"": 26, ""budget"": 27, ""best_label"": 3.53908519797}, {""round"": 27, ""budget"": 28, ""best_label"": 3.70183740323}, {""round"": 28, ""budget"": 29, ""best_label"": 3.69277808698}, {""round"": 29, ""budget"": 30, ""best_label"": 3.77088099505}]"
v1,44,192,30,4.0192,1.8006,0.2379,0,359.5,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.95462864826}, {""round"": 2, ""budget"": 3, ""best_label"": 3.49218309006}, {""round"": 3, ""budget"": 4, ""best_label"": 2.1638268982900004}, {""round"": 4, ""budget"": 5, ""best_label"": 3.42437310143}, {""round"": 5, ""budget"": 6, ""best_label"": 3.69418676746}, {""round"": 6, ""budget"": 7, ""best_label"": 3.54112870241}, {""round"": 7, ""budget"": 8, ""best_label"": 3.56330936636}, {""round"": 8, ""budget"": 9, ""best_label"": 3.53908519797}, {""round"": 9, ""budget"": 10, ""best_label"": 3.7487968834300007}, {""round"": 10, ""budget"": 11, ""best_label"": 4.01921979179}, {""round"": 11, ""budget"": 12, ""best_label"": 3.63762290154}, {""round"": 12, ""budget"": 13, ""best_label"": 3.77088099505}, {""round"": 13, ""budget"": 14, ""best_label"": 3.70183740323}, {""round"": 14, ""budget"": 15, ""best_label"": 3.6341516808}, {""round"": 15, ""budget"": 16, ""best_label"": 3.62485171381}, {""round"": 16, ""budget"": 17, ""best_label"": 3.77577975757}, {""round"": 17, ""budget"": 18, ""best_label"": 3.64218740652}, {""round"": 18, ""budget"": 19, ""best_label"": 1.40879223401}, {""round"": 19, ""budget"": 20, ""best_label"": 3.73135734639}, {""round"": 20, ""budget"": 21, ""best_label"": 3.4990486760300006}, {""round"": 21, ""budget"": 22, ""best_label"": 3.83426512387}, {""round"": 22, ""budget"": 23, ""best_label"": 3.85358391604}, {""round"": 23, ""budget"": 24, ""best_label"": 3.49986073334}, {""round"": 24, ""budget"": 25, ""best_label"": 1.5122822007}, {""round"": 25, ""budget"": 26, ""best_label"": 1.30103169828}, {""round"": 26, ""budget"": 27, ""best_label"": 3.50269064231}, {""round"": 27, ""budget"": 28, ""best_label"": 3.72536944655}, {""round"": 28, ""budget"": 29, ""best_label"": 3.69368827921}, {""round"": 29, ""budget"": 30, ""best_label"": 3.7061678975}]"
v1,55,192,30,4.0192,1.8006,0.2522,0,165.3,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.49218309006}, {""round"": 2, ""budget"": 3, ""best_label"": 3.69390273611}, {""round"": 3, ""budget"": 4, ""best_label"": 3.54112870241}, {""round"": 4, ""budget"": 5, ""best_label"": 3.95462864826}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.69418676746}, {""round"": 7, ""budget"": 8, ""best_label"": 3.42437310143}, {""round"": 8, ""budget"": 9, ""best_label"": 1.40879223401}, {""round"": 9, ""budget"": 10, ""best_label"": 3.83426512387}, {""round"": 10, ""budget"": 11, ""best_label"": 3.70183740323}, {""round"": 11, ""budget"": 12, ""best_label"": 4.01921979179}, {""round"": 12, ""budget"": 13, ""best_label"": 3.85358391604}, {""round"": 13, ""budget"": 14, ""best_label"": 1.3020584742}, {""round"": 14, ""budget"": 15, ""best_label"": 3.73135734639}, {""round"": 15, ""budget"": 16, ""best_label"": 3.6341516808}, {""round"": 16, ""budget"": 17, ""best_label"": 1.5122822007}, {""round"": 17, ""budget"": 18, ""best_label"": 3.59115823128}, {""round"": 18, ""budget"": 19, ""best_label"": 3.77088099505}, {""round"": 19, ""budget"": 20, ""best_label"": 3.63762290154}, {""round"": 20, ""budget"": 21, ""best_label"": 3.64218740652}, {""round"": 21, ""budget"": 22, ""best_label"": 3.48354386051}, {""round"": 22, ""budget"": 23, ""best_label"": 3.53908519797}, {""round"": 23, ""budget"": 24, ""best_label"": 3.58638604133}, {""round"": 24, ""budget"": 25, ""best_label"": 1.30103169828}, {""round"": 25, ""budget"": 26, ""best_label"": 2.1638268982900004}, {""round"": 26, ""budget"": 27, ""best_label"": 3.5262850372}, {""round"": 27, ""budget"": 28, ""best_label"": 3.62485171381}, {""round"": 28, ""budget"": 29, ""best_label"": 1.64890944412}, {""round"": 29, ""budget"": 30, ""best_label"": 3.56330936636}]"
v1,66,192,30,4.0192,1.8006,0.2533,0,260.4,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.95462864826}, {""round"": 1, ""budget"": 2, ""best_label"": 3.54112870241}, {""round"": 2, ""budget"": 3, ""best_label"": 2.1638268982900004}, {""round"": 3, ""budget"": 4, ""best_label"": 3.49218309006}, {""round"": 4, ""budget"": 5, ""best_label"": 3.87308538615}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.6341516808}, {""round"": 7, ""budget"": 8, ""best_label"": 3.48354386051}, {""round"": 8, ""budget"": 9, ""best_label"": 3.77088099505}, {""round"": 9, ""budget"": 10, ""best_label"": 3.77577975757}, {""round"": 10, ""budget"": 11, ""best_label"": 4.01921979179}, {""round"": 11, ""budget"": 12, ""best_label"": 3.85358391604}, {""round"": 12, ""budget"": 13, ""best_label"": 3.83426512387}, {""round"": 13, ""budget"": 14, ""best_label"": 3.5320684740099995}, {""round"": 14, ""budget"": 15, ""best_label"": 3.69418676746}, {""round"": 15, ""budget"": 16, ""best_label"": 3.42437310143}, {""round"": 16, ""budget"": 17, ""best_label"": 3.73135734639}, {""round"": 17, ""budget"": 18, ""best_label"": 3.70183740323}, {""round"": 18, ""budget"": 19, ""best_label"": 3.5262850372}, {""round"": 19, ""budget"": 20, ""best_label"": 1.6038397938}, {""round"": 20, ""budget"": 21, ""best_label"": 1.40879223401}, {""round"": 21, ""budget"": 22, ""best_label"": 3.62485171381}, {""round"": 22, ""budget"": 23, ""best_label"": 1.3010299877200002}, {""round"": 23, ""budget"": 24, ""best_label"": 3.53908519797}, {""round"": 24, ""budget"": 25, ""best_label"": 3.56330936636}, {""round"": 25, ""budget"": 26, ""best_label"": 3.66751301021}, {""round"": 26, ""budget"": 27, ""best_label"": 3.4990486760300006}, {""round"": 27, ""budget"": 28, ""best_label"": 1.30102997143}, {""round"": 28, ""budget"": 29, ""best_label"": 1.5122822007}, {""round"": 29, ""budget"": 30, ""best_label"": 3.58718023282}]"
v1,77,192,30,4.0192,1.8006,0.2496,0,209.8,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.49218309006}, {""round"": 1, ""budget"": 2, ""best_label"": 3.95462864826}, {""round"": 2, ""budget"": 3, ""best_label"": 3.54112870241}, {""round"": 3, ""budget"": 4, ""best_label"": 3.7487968834300007}, {""round"": 4, ""budget"": 5, ""best_label"": 2.1638268982900004}, {""round"": 5, ""budget"": 6, ""best_label"": 3.87308538615}, {""round"": 6, ""budget"": 7, ""best_label"": 3.63762290154}, {""round"": 7, ""budget"": 8, ""best_label"": 3.85358391604}, {""round"": 8, ""budget"": 9, ""best_label"": 3.64218740652}, {""round"": 9, ""budget"": 10, ""best_label"": 3.77577975757}, {""round"": 10, ""budget"": 11, ""best_label"": 3.4188163993000003}, {""round"": 11, ""budget"": 12, ""best_label"": 3.53908519797}, {""round"": 12, ""budget"": 13, ""best_label"": 3.42437310143}, {""round"": 13, ""budget"": 14, ""best_label"": 3.69418676746}, {""round"": 14, ""budget"": 15, ""best_label"": 3.62485171381}, {""round"": 15, ""budget"": 16, ""best_label"": 3.5500401630300003}, {""round"": 16, ""budget"": 17, ""best_label"": 3.6341516808}, {""round"": 17, ""budget"": 18, ""best_label"": 4.01921979179}, {""round"": 18, ""budget"": 19, ""best_label"": 1.5122822007}, {""round"": 19, ""budget"": 20, ""best_label"": 1.60475831556}, {""round"": 20, ""budget"": 21, ""best_label"": 1.40879223401}, {""round"": 21, ""budget"": 22, ""best_label"": 3.73135734639}, {""round"": 22, ""budget"": 23, ""best_label"": 3.59115823128}, {""round"": 23, ""budget"": 24, ""best_label"": 3.4990486760300006}, {""round"": 24, ""budget"": 25, ""best_label"": 3.70183740323}, {""round"": 25, ""budget"": 26, ""best_label"": 3.56330936636}, {""round"": 26, ""budget"": 27, ""best_label"": 3.5320684740099995}, {""round"": 27, ""budget"": 28, ""best_label"": 3.48354386051}, {""round"": 28, ""budget"": 29, ""best_label"": 1.30102997143}, {""round"": 29, ""budget"": 30, ""best_label"": 3.66751301021}]"
v1,88,192,30,4.0192,1.8006,0.2443,0,210.3,"[{""round"": 0, ""budget"": 1, ""best_label"": 2.1638268982900004}, {""round"": 1, ""budget"": 2, ""best_label"": 3.49218309006}, {""round"": 2, ""budget"": 3, ""best_label"": 3.87308538615}, {""round"": 3, ""budget"": 4, ""best_label"": 3.95462864826}, {""round"": 4, ""budget"": 5, ""best_label"": 3.7487968834300007}, {""round"": 5, ""budget"": 6, ""best_label"": 3.69418676746}, {""round"": 6, ""budget"": 7, ""best_label"": 3.54112870241}, {""round"": 7, ""budget"": 8, ""best_label"": 3.6341516808}, {""round"": 8, ""budget"": 9, ""best_label"": 3.72536944655}, {""round"": 9, ""budget"": 10, ""best_label"": 3.5320684740099995}, {""round"": 10, ""budget"": 11, ""best_label"": 3.85358391604}, {""round"": 11, ""budget"": 12, ""best_label"": 3.63762290154}, {""round"": 12, ""budget"": 13, ""best_label"": 3.42437310143}, {""round"": 13, ""budget"": 14, ""best_label"": 3.64218740652}, {""round"": 14, ""budget"": 15, ""best_label"": 3.73135734639}, {""round"": 15, ""budget"": 16, ""best_label"": 3.4990486760300006}, {""round"": 16, ""budget"": 17, ""best_label"": 3.70183740323}, {""round"": 17, ""budget"": 18, ""best_label"": 3.53908519797}, {""round"": 18, ""budget"": 19, ""best_label"": 1.40879223401}, {""round"": 19, ""budget"": 20, ""best_label"": 3.77088099505}, {""round"": 20, ""budget"": 21, ""best_label"": 3.58638604133}, {""round"": 21, ""budget"": 22, ""best_label"": 4.01921979179}, {""round"": 22, ""budget"": 23, ""best_label"": 3.77577975757}, {""round"": 23, ""budget"": 24, ""best_label"": 3.83426512387}, {""round"": 24, ""budget"": 25, ""best_label"": 1.3020584742}, {""round"": 25, ""budget"": 26, ""best_label"": 3.62485171381}, {""round"": 26, ""budget"": 27, ""best_label"": 1.5122822007}, {""round"": 27, ""budget"": 28, ""best_label"": 3.69368827921}, {""round"": 28, ""budget"": 29, ""best_label"": 3.58262161652}, {""round"": 29, ""budget"": 30, ""best_label"": 1.30102997143}]"
v1,11,384,30,4.0192,1.8006,0.2467,0,271.2,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.54112870241}, {""round"": 1, ""budget"": 2, ""best_label"": 3.69390273611}, {""round"": 2, ""budget"": 3, ""best_label"": 2.1638268982900004}, {""round"": 3, ""budget"": 4, ""best_label"": 3.95462864826}, {""round"": 4, ""budget"": 5, ""best_label"": 3.87308538615}, {""round"": 5, ""budget"": 6, ""best_label"": 3.42437310143}, {""round"": 6, ""budget"": 7, ""best_label"": 3.7487968834300007}, {""round"": 7, ""budget"": 8, ""best_label"": 3.49218309006}, {""round"": 8, ""budget"": 9, ""best_label"": 3.83426512387}, {""round"": 9, ""budget"": 10, ""best_label"": 3.77088099505}, {""round"": 10, ""budget"": 11, ""best_label"": 3.69418676746}, {""round"": 11, ""budget"": 12, ""best_label"": 1.5122822007}, {""round"": 12, ""budget"": 13, ""best_label"": 1.40879223401}, {""round"": 13, ""budget"": 14, ""best_label"": 3.63762290154}, {""round"": 14, ""budget"": 15, ""best_label"": 3.4990486760300006}, {""round"": 15, ""budget"": 16, ""best_label"": 3.6341516808}, {""round"": 16, ""budget"": 17, ""best_label"": 3.85358391604}, {""round"": 17, ""budget"": 18, ""best_label"": 3.48354386051}, {""round"": 18, ""budget"": 19, ""best_label"": 3.70183740323}, {""round"": 19, ""budget"": 20, ""best_label"": 1.30102997143}, {""round"": 20, ""budget"": 21, ""best_label"": 3.09255122459}, {""round"": 21, ""budget"": 22, ""best_label"": 3.64218740652}, {""round"": 22, ""budget"": 23, ""best_label"": 3.77577975757}, {""round"": 23, ""budget"": 24, ""best_label"": 4.01921979179}, {""round"": 24, ""budget"": 25, ""best_label"": 3.73135734639}, {""round"": 25, ""budget"": 26, ""best_label"": 1.30103169828}, {""round"": 26, ""budget"": 27, ""best_label"": 3.62485171381}, {""round"": 27, ""budget"": 28, ""best_label"": 3.5320684740099995}, {""round"": 28, ""budget"": 29, ""best_label"": 3.53908519797}, {""round"": 29, ""budget"": 30, ""best_label"": 3.5060989489}]"
v1,22,384,30,4.0192,1.8006,0.2218,0,354.1,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.49218309006}, {""round"": 1, ""budget"": 2, ""best_label"": 3.54112870241}, {""round"": 2, ""budget"": 3, ""best_label"": 3.7487968834300007}, {""round"": 3, ""budget"": 4, ""best_label"": 3.95462864826}, {""round"": 4, ""budget"": 5, ""best_label"": 3.42437310143}, {""round"": 5, ""budget"": 6, ""best_label"": 3.87308538615}, {""round"": 6, ""budget"": 7, ""best_label"": 2.1638268982900004}, {""round"": 7, ""budget"": 8, ""best_label"": 3.63762290154}, {""round"": 8, ""budget"": 9, ""best_label"": 3.77577975757}, {""round"": 9, ""budget"": 10, ""best_label"": 3.62485171381}, {""round"": 10, ""budget"": 11, ""best_label"": 3.53908519797}, {""round"": 11, ""budget"": 12, ""best_label"": 1.30102997143}, {""round"": 12, ""budget"": 13, ""best_label"": 3.85358391604}, {""round"": 13, ""budget"": 14, ""best_label"": 4.01921979179}, {""round"": 14, ""budget"": 15, ""best_label"": 1.5122822007}, {""round"": 15, ""budget"": 16, ""best_label"": 3.63318319672}, {""round"": 16, ""budget"": 17, ""best_label"": 1.40879223401}, {""round"": 17, ""budget"": 18, ""best_label"": 3.73135734639}, {""round"": 18, ""budget"": 19, ""best_label"": 3.70183740323}, {""round"": 19, ""budget"": 20, ""best_label"": 3.69418676746}, {""round"": 20, ""budget"": 21, ""best_label"": 3.83426512387}, {""round"": 21, ""budget"": 22, ""best_label"": 3.6341516808}, {""round"": 22, ""budget"": 23, ""best_label"": 3.40897894389}, {""round"": 23, ""budget"": 24, ""best_label"": 3.56330936636}, {""round"": 24, ""budget"": 25, ""best_label"": 3.61386054768}, {""round"": 25, ""budget"": 26, ""best_label"": 3.77088099505}, {""round"": 26, ""budget"": 27, ""best_label"": 1.60475831556}, {""round"": 27, ""budget"": 28, ""best_label"": 3.39539009576}, {""round"": 28, ""budget"": 29, ""best_label"": 3.64218740652}, {""round"": 29, ""budget"": 30, ""best_label"": 3.70881558511}]"
v1,33,384,30,4.0192,1.8006,0.2384,0,224.1,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.54112870241}, {""round"": 2, ""budget"": 3, ""best_label"": 2.1638268982900004}, {""round"": 3, ""budget"": 4, ""best_label"": 3.42437310143}, {""round"": 4, ""budget"": 5, ""best_label"": 3.69390273611}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.49218309006}, {""round"": 7, ""budget"": 8, ""best_label"": 3.95462864826}, {""round"": 8, ""budget"": 9, ""best_label"": 3.62485171381}, {""round"": 9, ""budget"": 10, ""best_label"": 3.63318319672}, {""round"": 10, ""budget"": 11, ""best_label"": 3.69418676746}, {""round"": 11, ""budget"": 12, ""best_label"": 3.85358391604}, {""round"": 12, ""budget"": 13, ""best_label"": 3.83426512387}, {""round"": 13, ""budget"": 14, ""best_label"": 3.56330936636}, {""round"": 14, ""budget"": 15, ""best_label"": 4.01921979179}, {""round"": 15, ""budget"": 16, ""best_label"": 1.40879223401}, {""round"": 16, ""budget"": 17, ""best_label"": 3.63762290154}, {""round"": 17, ""budget"": 18, ""best_label"": 3.6341516808}, {""round"": 18, ""budget"": 19, ""best_label"": 3.4990486760300006}, {""round"": 19, ""budget"": 20, ""best_label"": 1.30102997143}, {""round"": 20, ""budget"": 21, ""best_label"": 3.40897894389}, {""round"": 21, ""budget"": 22, ""best_label"": 1.5122822007}, {""round"": 22, ""budget"": 23, ""best_label"": 1.30103169828}, {""round"": 23, ""budget"": 24, ""best_label"": 3.73135734639}, {""round"": 24, ""budget"": 25, ""best_label"": 3.64218740652}, {""round"": 25, ""budget"": 26, ""best_label"": 1.60475831556}, {""round"": 26, ""budget"": 27, ""best_label"": 3.53908519797}, {""round"": 27, ""budget"": 28, ""best_label"": 3.70183740323}, {""round"": 28, ""budget"": 29, ""best_label"": 3.69277808698}, {""round"": 29, ""budget"": 30, ""best_label"": 3.77088099505}]"
v1,44,384,30,4.0192,1.8006,0.2379,0,309.6,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.95462864826}, {""round"": 2, ""budget"": 3, ""best_label"": 3.49218309006}, {""round"": 3, ""budget"": 4, ""best_label"": 2.1638268982900004}, {""round"": 4, ""budget"": 5, ""best_label"": 3.42437310143}, {""round"": 5, ""budget"": 6, ""best_label"": 3.69418676746}, {""round"": 6, ""budget"": 7, ""best_label"": 3.54112870241}, {""round"": 7, ""budget"": 8, ""best_label"": 3.56330936636}, {""round"": 8, ""budget"": 9, ""best_label"": 3.53908519797}, {""round"": 9, ""budget"": 10, ""best_label"": 3.7487968834300007}, {""round"": 10, ""budget"": 11, ""best_label"": 4.01921979179}, {""round"": 11, ""budget"": 12, ""best_label"": 3.63762290154}, {""round"": 12, ""budget"": 13, ""best_label"": 3.77088099505}, {""round"": 13, ""budget"": 14, ""best_label"": 3.70183740323}, {""round"": 14, ""budget"": 15, ""best_label"": 3.6341516808}, {""round"": 15, ""budget"": 16, ""best_label"": 3.62485171381}, {""round"": 16, ""budget"": 17, ""best_label"": 3.77577975757}, {""round"": 17, ""budget"": 18, ""best_label"": 3.64218740652}, {""round"": 18, ""budget"": 19, ""best_label"": 1.40879223401}, {""round"": 19, ""budget"": 20, ""best_label"": 3.73135734639}, {""round"": 20, ""budget"": 21, ""best_label"": 3.4990486760300006}, {""round"": 21, ""budget"": 22, ""best_label"": 3.83426512387}, {""round"": 22, ""budget"": 23, ""best_label"": 3.85358391604}, {""round"": 23, ""budget"": 24, ""best_label"": 3.49986073334}, {""round"": 24, ""budget"": 25, ""best_label"": 1.5122822007}, {""round"": 25, ""budget"": 26, ""best_label"": 1.30103169828}, {""round"": 26, ""budget"": 27, ""best_label"": 3.50269064231}, {""round"": 27, ""budget"": 28, ""best_label"": 3.72536944655}, {""round"": 28, ""budget"": 29, ""best_label"": 3.69368827921}, {""round"": 29, ""budget"": 30, ""best_label"": 3.7061678975}]"
v1,55,384,30,4.0192,1.8006,0.2522,0,148.1,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.87308538615}, {""round"": 1, ""budget"": 2, ""best_label"": 3.49218309006}, {""round"": 2, ""budget"": 3, ""best_label"": 3.69390273611}, {""round"": 3, ""budget"": 4, ""best_label"": 3.54112870241}, {""round"": 4, ""budget"": 5, ""best_label"": 3.95462864826}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.69418676746}, {""round"": 7, ""budget"": 8, ""best_label"": 3.42437310143}, {""round"": 8, ""budget"": 9, ""best_label"": 1.40879223401}, {""round"": 9, ""budget"": 10, ""best_label"": 3.83426512387}, {""round"": 10, ""budget"": 11, ""best_label"": 3.70183740323}, {""round"": 11, ""budget"": 12, ""best_label"": 4.01921979179}, {""round"": 12, ""budget"": 13, ""best_label"": 3.85358391604}, {""round"": 13, ""budget"": 14, ""best_label"": 1.3020584742}, {""round"": 14, ""budget"": 15, ""best_label"": 3.73135734639}, {""round"": 15, ""budget"": 16, ""best_label"": 3.6341516808}, {""round"": 16, ""budget"": 17, ""best_label"": 1.5122822007}, {""round"": 17, ""budget"": 18, ""best_label"": 3.59115823128}, {""round"": 18, ""budget"": 19, ""best_label"": 3.77088099505}, {""round"": 19, ""budget"": 20, ""best_label"": 3.63762290154}, {""round"": 20, ""budget"": 21, ""best_label"": 3.64218740652}, {""round"": 21, ""budget"": 22, ""best_label"": 3.48354386051}, {""round"": 22, ""budget"": 23, ""best_label"": 3.53908519797}, {""round"": 23, ""budget"": 24, ""best_label"": 3.58638604133}, {""round"": 24, ""budget"": 25, ""best_label"": 1.30103169828}, {""round"": 25, ""budget"": 26, ""best_label"": 2.1638268982900004}, {""round"": 26, ""budget"": 27, ""best_label"": 3.5262850372}, {""round"": 27, ""budget"": 28, ""best_label"": 3.62485171381}, {""round"": 28, ""budget"": 29, ""best_label"": 1.64890944412}, {""round"": 29, ""budget"": 30, ""best_label"": 3.56330936636}]"
v1,66,384,30,4.0192,1.8006,0.2533,0,220.7,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.95462864826}, {""round"": 1, ""budget"": 2, ""best_label"": 3.54112870241}, {""round"": 2, ""budget"": 3, ""best_label"": 2.1638268982900004}, {""round"": 3, ""budget"": 4, ""best_label"": 3.49218309006}, {""round"": 4, ""budget"": 5, ""best_label"": 3.87308538615}, {""round"": 5, ""budget"": 6, ""best_label"": 3.7487968834300007}, {""round"": 6, ""budget"": 7, ""best_label"": 3.6341516808}, {""round"": 7, ""budget"": 8, ""best_label"": 3.48354386051}, {""round"": 8, ""budget"": 9, ""best_label"": 3.77088099505}, {""round"": 9, ""budget"": 10, ""best_label"": 3.77577975757}, {""round"": 10, ""budget"": 11, ""best_label"": 4.01921979179}, {""round"": 11, ""budget"": 12, ""best_label"": 3.85358391604}, {""round"": 12, ""budget"": 13, ""best_label"": 3.83426512387}, {""round"": 13, ""budget"": 14, ""best_label"": 3.5320684740099995}, {""round"": 14, ""budget"": 15, ""best_label"": 3.69418676746}, {""round"": 15, ""budget"": 16, ""best_label"": 3.42437310143}, {""round"": 16, ""budget"": 17, ""best_label"": 3.73135734639}, {""round"": 17, ""budget"": 18, ""best_label"": 3.70183740323}, {""round"": 18, ""budget"": 19, ""best_label"": 3.5262850372}, {""round"": 19, ""budget"": 20, ""best_label"": 1.6038397938}, {""round"": 20, ""budget"": 21, ""best_label"": 1.40879223401}, {""round"": 21, ""budget"": 22, ""best_label"": 3.62485171381}, {""round"": 22, ""budget"": 23, ""best_label"": 1.3010299877200002}, {""round"": 23, ""budget"": 24, ""best_label"": 3.53908519797}, {""round"": 24, ""budget"": 25, ""best_label"": 3.56330936636}, {""round"": 25, ""budget"": 26, ""best_label"": 3.66751301021}, {""round"": 26, ""budget"": 27, ""best_label"": 3.4990486760300006}, {""round"": 27, ""budget"": 28, ""best_label"": 1.30102997143}, {""round"": 28, ""budget"": 29, ""best_label"": 1.5122822007}, {""round"": 29, ""budget"": 30, ""best_label"": 3.58718023282}]"
v1,77,384,30,4.0192,1.8006,0.2496,0,180.8,"[{""round"": 0, ""budget"": 1, ""best_label"": 3.49218309006}, {""round"": 1, ""budget"": 2, ""best_label"": 3.95462864826}, {""round"": 2, ""budget"": 3, ""best_label"": 3.54112870241}, {""round"": 3, ""budget"": 4, ""best_label"": 3.7487968834300007}, {""round"": 4, ""budget"": 5, ""best_label"": 2.1638268982900004}, {""round"": 5, ""budget"": 6, ""best_label"": 3.87308538615}, {""round"": 6, ""budget"": 7, ""best_label"": 3.63762290154}, {""round"": 7, ""budget"": 8, ""best_label"": 3.85358391604}, {""round"": 8, ""budget"": 9, ""best_label"": 3.64218740652}, {""round"": 9, ""budget"": 10, ""best_label"": 3.77577975757}, {""round"": 10, ""budget"": 11, ""best_label"": 3.4188163993000003}, {""round"": 11, ""budget"": 12, ""best_label"": 3.53908519797}, {""round"": 12, ""budget"": 13, ""best_label"": 3.42437310143}, {""round"": 13, ""budget"": 14, ""best_label"": 3.69418676746}, {""round"": 14, ""budget"": 15, ""best_label"": 3.62485171381}, {""round"": 15, ""budget"": 16, ""best_label"": 3.5500401630300003}, {""round"": 16, ""budget"": 17, ""best_label"": 3.6341516808}, {""round"": 17, ""budget"": 18, ""best_label"": 4.01921979179}, {""round"": 18, ""budget"": 19, ""best_label"": 1.5122822007}, {""round"": 19, ""budget"": 20, ""best_label"": 1.60475831556}, {""round"": 20, ""budget"": 21, ""best_label"": 1.40879223401}, {""round"": 21, ""budget"": 22, ""best_label"": 3.73135734639}, {""round"": 22, ""budget"": 23, ""best_label"": 3.59115823128}, {""round"": 23, ""budget"": 24, ""best_label"": 3.4990486760300006}, {""round"": 24, ""budget"": 25, ""best_label"": 3.70183740323}, {""round"": 25, ""budget"": 26, ""best_label"": 3.56330936636}, {""round"": 26, ""budget"": 27, ""best_label"": 3.5320684740099995}, {""round"": 27, ""budget"": 28, ""best_label"": 3.48354386051}, {""round"": 28, ""budget"": 29, ""best_label"": 1.30102997143}, {""round"": 29, ""budget"": 30, ""best_label"": 3.66751301021}]"
